i = 1, pred = 0.8584399819374084d0, var = 0.0d0
i = 283.5989, pred = 0.12894171630141785d0, var = 1.6084426340300488d-9
i = 283.79892, pred = 0.1289446062590468d0, var = 1.6352850963520517d-9
i = 283.99893, pred = 0.1289472732603577d0, var = 1.6639767408902093d-9
i = 284.19894, pred = 0.12894969998286568d0, var = 1.6933201915930187d-9
i = 284.39896, pred = 0.12895187732716482d0, var = 1.7219925487469084d-9
i = 284.59897, pred = 0.12895380363316697d0, var = 1.7486068053496304d-9
i = 284.79898, pred = 0.1289554840952779d0, var = 1.7717955653774322d-9
i = 284.999, pred = 0.1289569308908371d0, var = 1.790307932039708d-9
i = 285.199, pred = 0.12895816207801195d0, var = 1.8031093989724324d-9
i = 285.39902, pred = 0.12895920098529468d0, var = 1.809470610526644d-9
i = 285.59903, pred = 0.12896007567003948d0, var = 1.8090337003665153d-9
i = 285.79904, pred = 0.12896081691727151d0, var = 1.8018466558115815d-9
i = 285.99905, pred = 0.12896145940292095d0, var = 1.7883585932544759d-9
i = 286.19907, pred = 0.1289620389408213d0, var = 1.7693788247381057d-9
i = 286.39908, pred = 0.12896259290899517d0, var = 1.7460022540514432d-9
i = 286.5991, pred = 0.12896315867062083d0, var = 1.7195103229587322d-9
i = 286.7991, pred = 0.1289637725595382d0, var = 1.6912609557132183d-9
i = 286.9991, pred = 0.12896446938085293d0, var = 1.6625798506984573d-9
i = 287.19913, pred = 0.12896528163319446d0, var = 1.6346647135618241d-9
i = 287.39914, pred = 0.1289662377945273d0, var = 1.6085144555529137d-9
i = 287.59915, pred = 0.12896736241270168d0, var = 1.5848866074571805d-9
i = 287.79916, pred = 0.12896867430368042d0, var = 1.5642860782381782d-9
i = 287.99918, pred = 0.1289701871478108d0, var = 1.5469839467361304d-9
i = 288.1992, pred = 0.12897190737289427d0, var = 1.5330579741182474d-9
i = 288.3992, pred = 0.12897383519957956d0, var = 1.5224498580579934d-9
i = 288.5992, pred = 0.1289759640700586d0, var = 1.515027929330779d-9
i = 288.79922, pred = 0.12897827990749516d0, var = 1.5106469660893687d-9
i = 288.99924, pred = 0.12898076297086958d0, var = 1.5091974867984606d-9
i = 289.19925, pred = 0.1289833874911883d0, var = 1.5106379122054373d-9
i = 289.39926, pred = 0.12898612297285006d0, var = 1.5150051885356366d-9
i = 289.59927, pred = 0.128988934764822d0, var = 1.52240397311083d-9
i = 289.7993, pred = 0.12899178586184634d0, var = 1.5329739266671215d-9
i = 289.9993, pred = 0.1289946382779737d0, var = 1.5468407656001077d-9
i = 290.1993, pred = 0.12899745377098998d0, var = 1.564056008476096d-9
i = 290.39932, pred = 0.12900019560690845d0, var = 1.5845344848787719d-9
i = 290.59933, pred = 0.12900282951971392d0, var = 1.6079976997184888d-9
i = 290.79935, pred = 0.12900532528553796d0, var = 1.6339335147887304d-9
i = 290.99936, pred = 0.12900765633303263d0, var = 1.6615783708364191d-9
i = 291.19937, pred = 0.12900980168334214d0, var = 1.6899298815451464d-9
i = 291.39938, pred = 0.12901174523823575d0, var = 1.7177893718622348d-9
i = 291.5994, pred = 0.12901347672067934d0, var = 1.7438357608763598d-9
i = 291.7994, pred = 0.12901499080658346d0, var = 1.7667212907369338d-9
i = 291.99942, pred = 0.12901628744639854d0, var = 1.7851820276894767d-9
i = 292.19943, pred = 0.12901737130150706d0, var = 1.798148586797614d-9
i = 292.39944, pred = 0.1290182509796178d0, var = 1.8048452701158264d-9
i = 292.59946, pred = 0.1290189385138886d0, var = 1.8048636273543413d-9
i = 292.79947, pred = 0.12901944927596318d0, var = 1.7982025421399371d-9
i = 292.99948, pred = 0.12901980074120528d0, var = 1.7852681453089107d-9
i = 293.1995, pred = 0.12902001191424572d0, var = 1.7668341090588127d-9
i = 293.3995, pred = 0.1290201029301615d0, var = 1.7439681976271768d-9
i = 293.59952, pred = 0.1290200947862146d0, var = 1.717933774532308d-9
i = 293.79953, pred = 0.12902000821456597d0, var = 1.6900780869420959d-9
i = 293.99954, pred = 0.12901986384040992d0, var = 1.6617229506199785d-9
i = 294.19955, pred = 0.12901968146243278d0, var = 1.634067868821235d-9
i = 294.39957, pred = 0.12901948002692679d0, var = 1.6081168259222564d-9
i = 294.59958, pred = 0.12901927698850332d0, var = 1.5846348735745373d-9
i = 294.7996, pred = 0.1290190880518661d0, var = 1.5641359421564185d-9
i = 294.9996, pred = 0.12901892773528012d0, var = 1.5469002499326069d-9
i = 295.19962, pred = 0.12901880802324325d0, var = 1.533014435537682d-9
i = 295.39963, pred = 0.12901873910019304d0, var = 1.522427818341502d-9
i = 295.59964, pred = 0.12901872919594778d0, var = 1.5150153534617759d-9
i = 295.79965, pred = 0.12901878455684065d0, var = 1.5106370229899103d-9
i = 295.99966, pred = 0.1290189090067417d0, var = 1.5091873366895491d-9
i = 296.19968, pred = 0.1290191047050656d0, var = 1.5106273145934996d-9
i = 296.3997, pred = 0.12901937168716646d0, var = 1.5149956264684074d-9
i = 296.5997, pred = 0.12901970906453245d0, var = 1.5223976811118669d-9
i = 296.7997, pred = 0.12902011348394865d0, var = 1.5329733732555656d-9
i = 296.99973, pred = 0.1290205807127239d0, var = 1.5468479874239177d-9
i = 297.19974, pred = 0.129021105158137d0, var = 1.5640724933223255d-9
i = 297.39975, pred = 0.12902168005178982d0, var = 1.5845606612897665d-9
i = 297.59976, pred = 0.12902229695157838d0, var = 1.6080333799780744d-9
i = 297.79977, pred = 0.12902294699833217d0, var = 1.6339773205213962d-9
i = 297.9998, pred = 0.12902361909216362d0, var = 1.6616281929136407d-9
i = 298.1998, pred = 0.1290243014521336d0, var = 1.6899828458544428d-9
i = 298.3998, pred = 0.1290249796918997d0, var = 1.7178423859454452d-9
i = 298.59982, pred = 0.12902563822527105d0, var = 1.743885358516561d-9
i = 298.79984, pred = 0.1290262591508675d0, var = 1.7667640907880318d-9
i = 298.99985, pred = 0.12902682162621065d0, var = 1.7852150704515063d-9
i = 299.19986, pred = 0.12902730263850634d0, var = 1.7981695302673876d-9
i = 299.39987, pred = 0.1290276766390983d0, var = 1.8048526063798962d-9
i = 299.59988, pred = 0.12902791492799784d0, var = 1.8048567105174816d-9
i = 299.7999, pred = 0.12902798657246992d0, var = 1.7981817686331987d-9
i = 299.9999, pred = 0.12902785732758448d0, var = 1.7852345857573084d-9
i = 300.19992, pred = 0.12902749142499342d0, var = 1.7667898519620937d-9
i = 300.39993, pred = 0.12902685162362132d0, var = 1.7439157098407773d-9
i = 300.59995, pred = 0.12902589941298143d0, var = 1.717875761116133d-9
i = 300.79996, pred = 0.12902459655324294d0, var = 1.6900177492336596d-9
i = 300.99997, pred = 0.12902290619220644d0, var = 1.661662860015581d-9
i = 301.19998, pred = 0.12902079380155168d0, var = 1.6340103589202898d-9
i = 301.4, pred = 0.12901822896659365d0, var = 1.6080638115119918d-9
i = 301.6, pred = 0.1290151865151637d0, var = 1.5845877057970396d-9
i = 301.80002, pred = 0.1290116482292627d0, var = 1.5640955767784305d-9
i = 302.00003, pred = 0.12900760348886642d0, var = 1.5468669973535534d-9
i = 302.20004, pred = 0.1290030517394514d0, var = 1.532988308053434d-9
i = 302.40005, pred = 0.12899800135826017d0, var = 1.5224087448733574d-9
i = 302.60007, pred = 0.12899247243198797d0, var = 1.5150031345108873d-9
i = 302.80008, pred = 0.12898649426208175d0, var = 1.510631590616537d-9
i = 303.0001, pred = 0.1289801066848118d0, var = 1.5091886465960385d-9
i = 303.2001, pred = 0.12897335852672165d0, var = 1.510635573103029d-9
i = 303.40012, pred = 0.12896630669727097d0, var = 1.5150113304710298d-9
i = 303.60013, pred = 0.1289590132060514d0, var = 1.5224212456005144d-9
i = 303.80014, pred = 0.12895154477210433d0, var = 1.5330052759303207d-9
i = 304.00015, pred = 0.12894397041477293d0, var = 1.5468885403264474d-9
i = 304.20016, pred = 0.12893635837697653d0, var = 1.564121577771482d-9
i = 304.40018, pred = 0.12892877510426345d0, var = 1.5846177173122177d-9
i = 304.6002, pred = 0.12892128255433877d0, var = 1.6080969555346292d-9
i = 304.8002, pred = 0.12891393732294326d0, var = 1.6340453317659386d-9
i = 305.0002, pred = 0.1289067884124545d0, var = 1.6616979822566387d-9
i = 305.20023, pred = 0.12889987676422116d0, var = 1.6900511860143461d-9
i = 305.40024, pred = 0.128893234021297d0, var = 1.7179056308674921d-9
i = 305.60025, pred = 0.12888688198476403d0, var = 1.743940452183646d-9
i = 305.80026, pred = 0.12888083252397875d0, var = 1.7668090222985618d-9
i = 306.00027, pred = 0.12887508693273825d0, var = 1.7852495844820552d-9
i = 306.2003, pred = 0.1288696363431787d0, var = 1.7981961866940273d-9
i = 306.4003, pred = 0.12886446123318465d0, var = 1.804877436315006d-9
i = 306.6003, pred = 0.12885953191995833d0, var = 1.8048904745373634d-9
i = 306.80032, pred = 0.12885480850451778d0, var = 1.7982400213781665d-9
i = 307.00034, pred = 0.12885024148864418d0, var = 1.7853379801868556d-9
i = 307.20035, pred = 0.12884577144707193d0, var = 1.7669635831809444d-9
i = 307.40036, pred = 0.12884133086633626d0, var = 1.7441886301538898d-9
i = 307.60037, pred = 0.12883684329551992d0, var = 1.7182775069975615d-9
i = 307.80038, pred = 0.12883222568030414d0, var = 1.690575766630189d-9
i = 308.0004, pred = 0.1288273894461237d0, var = 1.6623984550826792d-9
i = 308.2004, pred = 0.12882224206887358d0, var = 1.634933295597289d-9
i = 308.40042, pred = 0.12881668938449958d0, var = 1.6091671016908195d-9
i = 308.60043, pred = 0.12881063785003888d0, var = 1.5858425485058946d-9
i = 308.80045, pred = 0.12880399754032443d0, var = 1.565448219941052d-9
i = 309.00046, pred = 0.1287966850339574d0, var = 1.548238481434405d-9
i = 309.20047, pred = 0.12878862712528796d0, var = 1.5342789950810848d-9
i = 309.40048, pred = 0.12877976256133195d0, var = 1.5235098606187965d-9
i = 309.6005, pred = 0.12877004663849068d0, var = 1.515816901001608d-9
i = 309.8005, pred = 0.12875945237336978d0, var = 1.5111019638905821d-9
i = 310.00052, pred = 0.12874797344406663d0, var = 1.5093435956814116d-9
i = 310.20053, pred = 0.12873562536991684d0, var = 1.5106399964311405d-9
i = 310.40054, pred = 0.1287224456923923d0, var = 1.5152303471371073d-9
i = 310.60056, pred = 0.1287084947009601d0, var = 1.5234891083773775d-9
i = 310.80057, pred = 0.12869385287037144d0, var = 1.5358950802912865d-9
i = 311.00058, pred = 0.12867862024632412d0, var = 1.5529749668295773d-9
i = 311.2006, pred = 0.1286629119056795d0, var = 1.5752276334674633d-9
i = 311.4006, pred = 0.1286468562501891d0, var = 1.6030352944191963d-9
i = 311.60062, pred = 0.12863058882873082d0, var = 1.636570933974173d-9
i = 311.80063, pred = 0.1286142499069083d0, var = 1.6757127109500577d-9
i = 312.00064, pred = 0.12859797927630157d0, var = 1.7199760946413855d-9
i = 312.20065, pred = 0.12858191203082164d0, var = 1.7684735146617737d-9
i = 312.40067, pred = 0.12856617575907042d0, var = 1.8199094501092106d-9
i = 312.60068, pred = 0.12855088672579318d0, var = 1.8726156900726415d-9
i = 312.8007, pred = 0.12853614873509375d0, var = 1.924626882657852d-9
i = 313.0007, pred = 0.12852205029809405d0, var = 1.97379166860332d-9
i = 313.2007, pred = 0.12850866588909873d0, var = 2.0179102177954953d-9
i = 313.40073, pred = 0.1284960548072221d0, var = 2.054889677750984d-9
i = 313.60074, pred = 0.12848426237949623d0, var = 2.082895658581644d-9
i = 313.80075, pred = 0.12847332124677743d0, var = 2.1004941600045635d-9
i = 314.00076, pred = 0.12846325279884627d0, var = 2.1067606014546853d-9
i = 314.20078, pred = 0.12845406905479356d0, var = 2.101354822896316d-9
i = 314.4008, pred = 0.12844577426846907d0, var = 2.0845448567915025d-9
i = 314.6008, pred = 0.12843836644850604d0, var = 2.0571858562357978d-9
i = 314.8008, pred = 0.12843183930843602d0, var = 2.0206509207166904d-9
i = 315.00082, pred = 0.12842618283789753d0, var = 1.976723874033827d-9
i = 315.20084, pred = 0.12842138447440984d0, var = 1.9274655291369064d-9
i = 315.40085, pred = 0.12841742992715868d0, var = 1.875066680318502d-9
i = 315.60086, pred = 0.128414302797767d0, var = 1.8217007207751058d-9
i = 315.80087, pred = 0.12841198463998407d0, var = 1.7693946900114705d-9
i = 316.0009, pred = 0.1284104553327672d0, var = 1.7199240893901768d-9
i = 316.2009, pred = 0.12840969090755255d0, var = 1.6747450616872774d-9
i = 316.4009, pred = 0.12840966524760383d0, var = 1.6349609975955496d-9
i = 316.60092, pred = 0.1284103468218749d0, var = 1.6013265756111674d-9
i = 316.80093, pred = 0.12841169988445036d0, var = 1.5742800691221947d-9
i = 317.00095, pred = 0.12841368304832068d0, var = 1.5539952270084553d-9
i = 317.20096, pred = 0.12841624993012868d0, var = 1.5404419571343584d-9
i = 317.40097, pred = 0.1284193475742255d0, var = 1.5334445443439082d-9
i = 317.60098, pred = 0.128422919487677d0, var = 1.5327280386963318d-9
i = 317.801, pred = 0.12842690299086296d0, var = 1.5379465880837612d-9
i = 318.001, pred = 0.12843123333388745d0, var = 1.548691207423399d-9
i = 318.20102, pred = 0.12843584291863153d0, var = 1.564478117108157d-9
i = 318.40103, pred = 0.1284406640637051d0, var = 1.5847242579416893d-9
i = 318.60104, pred = 0.1284456301556426d0, var = 1.6087163161367216d-9
i = 318.80106, pred = 0.12845067666075477d0, var = 1.6355843411178456d-9
i = 319.00107, pred = 0.12845574396089499d0, var = 1.6642895629926377d-9
i = 319.20108, pred = 0.12846077718068577d0, var = 1.6936330707169732d-9
i = 319.4011, pred = 0.12846572848027443d0, var = 1.7222908696297763d-9
i = 319.6011, pred = 0.1284705570516275d0, var = 1.748875687827652d-9
i = 319.80112, pred = 0.12847522919063714d0, var = 1.7720209053916291d-9
i = 320.00113, pred = 0.1284797194696714d0, var = 1.7904772730879523d-9
i = 320.20114, pred = 0.1284840092537134d0, var = 1.8032131443782829d-9
i = 320.40115, pred = 0.12848808685210858d0, var = 1.8095028937321784d-9
i = 320.60117, pred = 0.12849194612662446d0, var = 1.808993107442243d-9
i = 320.80118, pred = 0.12849558630220623d0, var = 1.8017356635610245d-9
i = 321.0012, pred = 0.1284990103263282d0, var = 1.7881839159068765d-9
i = 321.2012, pred = 0.12850222382763704d0, var = 1.7691511488286392d-9
i = 321.4012, pred = 0.12850523460212301d0, var = 1.7457342080183566d-9
i = 321.60123, pred = 0.12850805140360605d0, var = 1.7192162824974987d-9
i = 321.80124, pred = 0.12851068308925456d0, var = 1.6909554691213398d-9
i = 322.00125, pred = 0.12851313824296542d0, var = 1.6622763849273834d-9
i = 322.20126, pred = 0.128515424329985d0, var = 1.634375138691297d-9
i = 322.40128, pred = 0.12851754778028765d0, var = 1.6082482897767795d-9
i = 322.6013, pred = 0.1285195133616749d0, var = 1.5846505162146744d-9
i = 322.8013, pred = 0.12852132446290532d0, var = 1.5640841662453507d-9
i = 323.0013, pred = 0.12852298242258828d0, var = 1.546817907289695d-9
i = 323.20132, pred = 0.1285244870910759d0, var = 1.5329278304288855d-9
i = 323.40134, pred = 0.1285258362806521d0, var = 1.5223545219093222d-9
i = 323.60135, pred = 0.1285270263757428d0, var = 1.514965749031443d-9
i = 323.80136, pred = 0.12852805188509184d0, var = 1.5106165527368123d-9
i = 324.00137, pred = 0.12852890553513088d0, var = 1.5091981089962111d-9
i = 324.2014, pred = 0.1285295787541423d0, var = 1.5106693936283857d-9
i = 324.4014, pred = 0.12853006163100283d0, var = 1.515068469631628d-9
i = 324.6014, pred = 0.12853034284080703d0, var = 1.5225003771563757d-9
i = 324.80142, pred = 0.12853041103283314d0, var = 1.533105023059688d-9
i = 325.00143, pred = 0.12853025394285242d0, var = 1.5470075563362782d-9
i = 325.20145, pred = 0.1285298603916346d0, var = 1.5642585466294734d-9
i = 325.40146, pred = 0.1285292199184882d0, var = 1.5847707623306322d-9
i = 325.60147, pred = 0.12852832349920917d0, var = 1.60826369843083d-9
i = 325.80148, pred = 0.1285271651818574d0, var = 1.6342222421387293d-9
i = 326.0015, pred = 0.12852574123725402d0, var = 1.6618804612046718d-9
i = 326.2015, pred = 0.12852405205164458d0, var = 1.6902334032858816d-9
i = 326.40152, pred = 0.12852210145174447d0, var = 1.7180807943864668d-9
i = 326.60153, pred = 0.12851989671068526d0, var = 1.7441005946911552d-9
i = 326.80154, pred = 0.12851744940179172d0, var = 1.766945406264756d-9
i = 327.00156, pred = 0.1285147742668611d0, var = 1.785352686150095d-9
i = 327.20157, pred = 0.12851188933305677d0, var = 1.7982557555866834d-9
i = 327.40158, pred = 0.12850881410413365d0, var = 1.804882643306646d-9
i = 327.6016, pred = 0.12850557061615206d0, var = 1.8048289639232233d-9
i = 327.8016, pred = 0.12850218086766857d0, var = 1.7980980570618512d-9
i = 328.00162, pred = 0.12849866702519258d0, var = 1.7851000840019374d-9
i = 328.20163, pred = 0.12849505034301978d0, var = 1.7666125749959772d-9
i = 328.40164, pred = 0.12849135074564647d0, var = 1.7437059158838388d-9
i = 328.60165, pred = 0.1284875858003561d0, var = 1.7176446800362082d-9
i = 328.80167, pred = 0.12848377133286967d0, var = 1.6897767426678213d-9
i = 329.00168, pred = 0.1284799205666724d0, var = 1.6614230143198248d-9
i = 329.2017, pred = 0.1284760443887654d0, var = 1.6337811738112266d-9
i = 329.4017, pred = 0.12847215245160154d0, var = 1.6078528067182723d-9
i = 329.6017, pred = 0.12846825262309292d0, var = 1.584400352512111d-9
i = 329.80173, pred = 0.12846435280534513d0, var = 1.5639352079859743d-9
i = 330.00174, pred = 0.12846046031350852d0, var = 1.5467350303846859d-9
i = 330.20175, pred = 0.12845658359412168d0, var = 1.5328848168732541d-9
i = 330.40176, pred = 0.1284527323863322d0, var = 1.5223328186026587d-9
i = 330.60178, pred = 0.12844891774019918d0, var = 1.5149534666008363d-9
i = 330.8018, pred = 0.12844515281572902d0, var = 1.5106069224478559d-9
i = 331.0018, pred = 0.1284414518499775d0, var = 1.5091881628606616d-9
i = 331.2018, pred = 0.1284378304588213d0, var = 1.5106590693143974d-9
i = 331.40182, pred = 0.12843430471915412d0, var = 1.515059170272121d-9
i = 331.60184, pred = 0.12843089024631898d0, var = 1.5224944184548475d-9
i = 331.80185, pred = 0.12842760127098826d0, var = 1.5331048108445972d-9
i = 332.00186, pred = 0.12842444924673402d0, var = 1.5470152378491983d-9
i = 332.20187, pred = 0.12842144222016377d0, var = 1.5642754566186186d-9
i = 332.4019, pred = 0.12841858326371283d0, var = 1.5847975653245252d-9
i = 332.6019, pred = 0.12841587093024404d0, var = 1.608299863671046d-9
i = 332.8019, pred = 0.12841329767903495d0, var = 1.6342666630099822d-9
i = 333.00192, pred = 0.12841085008872397d0, var = 1.6619309207670872d-9
i = 333.20193, pred = 0.12840850879398763d0, var = 1.6902870067689985d-9
i = 333.40195, pred = 0.1284062497381074d0, var = 1.7181344045278064d-9
i = 333.60196, pred = 0.12840404313204948d0, var = 1.7441507682808225d-9
i = 333.80197, pred = 0.1284018563125561d0, var = 1.7669887134784667d-9
i = 334.00198, pred = 0.1283996540693712d0, var = 1.7853862897477744d-9
i = 334.202, pred = 0.12839739938337041d0, var = 1.7982773579501868d-9
